,title,date,stock
8323,4 Asset Manager Stocks for 2011,2010-12-22 07:15:00-05:00,AB
8324,Legg Mason's November AUM Falls - Analyst Blog,2010-12-13 12:30:00-05:00,AB
8325,Legg Mason's November AUM Falls - Analyst Blog,2010-12-13 12:09:00-05:00,AB
8326,AllianceBernstein Assets Under Management Decrease to $485B,2010-12-10 09:05:00-05:00,AB
8327,KBW Has $28 Target On AllianceBernstein (AB),2010-11-12 09:05:00-05:00,AB
8328,Zacks #5 Rank Additions for Friday  - Tale of the Tape,2010-11-12 08:30:00-05:00,AB
8329,AllianceBernstein October Assets Under Management $499B ,2010-11-11 08:49:00-05:00,AB
8330,"Keefe Bruyette & Woods Gives Update On AB, BEN, BLK, EV",2010-11-08 08:39:00-05:00,AB
8331,Citi Discusses AllianceBernstein's Earnings (AB),2010-10-28 07:07:00-04:00,AB
8332,AllianceBernstein Posts Mixed Earnings (AB),2010-10-27 17:20:00-04:00,AB
8333,AllianceBernstein Lowers Estimates And  Target After September AUM,2010-10-13 09:35:00-04:00,AB
8334,AllianceBernstein Lowers Estimates And  Target After September AUM,2010-10-13 08:30:00-04:00,AB
8335,AllianceBernstein Announces Assets Under Management,2010-10-12 16:05:00-04:00,AB
8336,Peter Kraus Serves As New CEO Of AllianceBernstein,2010-10-11 10:18:00-04:00,AB
8337,Downgrade To Hold AllianceBernstein,2010-10-08 08:20:00-04:00,AB
8338,AllianceBernstein Acquires Alternative Investments Group from SunAmerica (AB),2010-10-01 12:19:00-04:00,AB
8339,"Top 4 Stocks In The Asset Management Industry With The Highest Operating Margin (SILU, AB, GBDC, KFN)",2010-09-29 05:49:00-04:00,AB
8340,AllianceBernstein Gives Mixed Outlook,2010-09-14 11:34:00-04:00,AB
8341,The Daily Long and Short Setup,2010-09-14 08:44:00-04:00,AB
8342,"AllianceBernstein August 31, 2010 Assets Under Management ",2010-09-13 16:20:00-04:00,AB
8343,Keefe Bruyette & Woods Has $31 Target On Alliance Bernstein (AB),2010-08-17 09:53:00-04:00,AB
8344,Launch Of Real Estate Alternatives To Further Boost AB’s Flows,2010-08-03 13:06:00-04:00,AB
8345,Allianceberstein Misses Estimates (AB),2010-08-02 08:16:00-04:00,AB
8346,"Mad Money Lightning Round OT (FLEX, JBL, AB, DNDN)",2010-07-12 20:03:00-04:00,AB
8347,Citigroup Reaffirms Buy Rating on Alliance Bernstein (AB),2010-06-21 10:00:00-04:00,AB
8348,Citi Rates Allianceberstein Holding (AB) A Medium Risk,2010-06-07 11:19:00-04:00,AB
8349,"Top 5 Mid-Cap Stocks In The Asset Management Industry With The Highest Profit Margins (AB, FII, SEIC, EV, WDR)",2010-03-25 07:16:00-04:00,AB
8350,"Lew Sanders Launches Own Asset Management Firm, Says Barron’s (AB)",2010-03-08 15:17:00-05:00,AB
8351,"Doug Kass Is Bearish On Asset Managers (BEN, TROW, AB, FII, JNS)",2010-03-06 15:07:00-05:00,AB
8352,"Top 5 Mid-Cap Stocks In The Financial Sector With The Highest Dividend Yield (NLY, CIM, MFA, AB, BX)",2010-02-10 05:39:00-05:00,AB
8353,Bank Bonds Become Attractive While Stocks Decline (AB),2010-02-02 09:27:00-05:00,AB
8354,"Top 5 Mid-Cap Stocks In The Financial Sector With The Highest Operating Margins (MI, AB, CEF, NYB, MFA)",2010-01-21 06:22:00-05:00,AB
8355,Fidelity Investments President Announces Retirement,2010-01-20 17:32:00-05:00,AB
8356,"Top 5 Mid-Cap Stocks with Highest Profit Margins (AWC, LINE, MFA, CIM, AB)",2009-12-18 07:58:00-05:00,AB
8357,AllianceBernstein Makes a Comeback to Capital Market Business,2009-12-03 13:38:00-05:00,AB
8358,"Top NYSE Financial Stocks To Consider (JPM, BAC, BLK,AB, ITG, CSH, HUM, IVG, JNS, RJF, SF)",2009-10-30 14:29:00-04:00,AB
8359,"TSX Venture Exchange Daily Bulletins for August 18, 2009",2009-08-18 16:26:00-04:00,AB
8360,Proxim Wireless Reports Second Quarter 2009 Financial Results,2009-08-18 16:00:00-04:00,AB
8361,Cryptzone announces encryption tool for Microsoft SharePoint(R),2009-08-18 03:49:00-04:00,AB
8362,Cryptzone announces encryption tool for Microsoft SharePoint(R),2009-08-18 03:49:00-04:00,AB
8363,"Taylor NGL Limited Partnership Announces Redemption of 5.85% Convertible Unsecured Subordinated Debentures on September 16, 2009",2009-08-17 18:50:00-04:00,AB
8364,"Irvin Goodon Industries Ltd. Post Frame Specialists Thankful for Successful Season, Announce Official Opening of Westerose, AB Office",2009-08-17 09:00:00-04:00,AB
8365,HyPower Fuel Announces Environment Energy Centre Project,2009-08-17 08:00:00-04:00,AB
8366,SEK takes part in Swedbank AB's new share issue,2009-08-17 02:21:00-04:00,AB
8367,"TransCanada to Donate $15,000 to Fire and Rescue Department in Hardisty, AB",2009-08-14 12:38:00-04:00,AB
8368,TransAtlantic Petroleum Corp. Reports Second Quarter 2009 Financial Results and Updates Drilling Activity,2009-08-14 07:50:00-04:00,AB
8369,"Storm Exploration Inc. Is Pleased to Announce Its Financial and Operating Results for the Three and Six Months Ended June 30, 2009",2009-08-13 23:25:00-04:00,AB
8370,Todos AB joins OATH,2009-08-13 05:06:00-04:00,AB
8371,Xtreme Coil Achieves Strong 2009 2Q and Updates Operations,2009-08-13 05:05:00-04:00,AB
8372,Enea Netbricks Protocols Selected by Leading Intelligence Monitoring Vendor,2009-08-13 02:30:00-04:00,AB
8373,Peyto Energy Trust Announces Second Quarter 2009 Results,2009-08-12 16:30:00-04:00,AB
8374,"Ingate Systems Announces Speakers, Schedule for SIP Trunk Seminars at ITEXPO West 2009",2009-08-12 10:59:00-04:00,AB
8375,Destiny Resource Services Corp. Announces Q2'09 Results,2009-08-10 09:15:00-04:00,AB
8376,"BWI Holdings, Inc.: Virgin Music Festival Chooses Budget Waste",2009-08-10 09:00:00-04:00,AB
8377,"Optichron(R) Second-Generation Digital Pre-Distortion Processor Provides Wide-Band, Class 1 Performance for Multi-Protocol Basestations",2009-08-10 00:01:00-04:00,AB
8378,Less Than 1000 Tickets Remain for the 97th Grey Cup Championship Game,2009-08-07 13:05:00-04:00,AB
8379,New information regarding RhuDex(TM),2009-08-07 10:55:00-04:00,AB
8380,"BWI Holdings, Inc. -- Corporate Update",2009-08-07 09:00:00-04:00,AB
8381,"TheFortuneFinancial.com Free Market Research on BIG, PBI, AB, SCG, MRX and TIE",2009-08-07 06:45:00-04:00,AB
8382,56 Biggest Movers From Yesterday,2019-01-15 04:57:00-05:00,ABAC
8383,41 Stocks Moving In Monday's Mid-Day Session,2019-01-14 13:04:00-05:00,ABAC
8384,Mid-Day Market Update: PG&E Drops After Announcing Bankruptcy Proceedings; Microbot Medical Shares Jump,2019-01-14 12:55:00-05:00,ABAC
8385,"Renmin Tianli shares are trading higher after the company announced it entered an equity transfer agreement to acquire 40% equity interest in Dalian Lianhui Hotel by issuing 4,00,000 shares of Renmin Tianli common stock.",2019-01-14 10:30:00-05:00,ABAC
8386,Renmin Tianli Group Reports Equity Transfer Deal For Purchase Of 40% Equity Interest In Dalian Lianhui Hotel By Issuing 4M Shares Of Renmin Tianli Common Stock,2019-01-14 07:11:00-05:00,ABAC
8387,66 Biggest Movers From Yesterday,2019-01-03 05:00:00-05:00,ABAC
8388,45 Stocks Moving In Wednesday's Mid-Day Session,2019-01-02 12:21:00-05:00,ABAC
8389,Mid-Day Market Update: Crude Oil Up Over 3%; Prana Biotechnology Shares Jump,2019-01-02 12:01:00-05:00,ABAC
8390,Mid-Morning Market Update: Markets Open Lower; Omega Healthcare Investors to Buy MedEquities Realty Trust,2019-01-02 10:14:00-05:00,ABAC
8391,Renmin Tianli Group shares are trading higher after the company entered into a purchase agreement to acquire a portfolio of industrial and residential properties.,2019-01-02 09:31:00-05:00,ABAC
8392,Renmin Tianli Group Acquires Portfolio Of Industrial And Residential Properties For EMB432M,2019-01-02 07:36:00-05:00,ABAC
8393,"Stocks Which Set New 52-Week Low Yesterday, Thurs., Dec. 13, 2018",2018-12-14 11:03:00-05:00,ABAC
8394,Renmin Tianli Group Reports Regained Compliance With Nasdaq Listing Rule 5250(c)(1),2018-11-29 16:33:00-05:00,ABAC
8395,"Renmin Tianli Group, Inc. Receives Nasdaq Notification Of Non-Compliance With Listing Due To Delayed 10-Q Filing",2018-11-27 16:35:00-05:00,ABAC
8396,55 Biggest Movers From Yesterday,2018-09-07 05:17:00-04:00,ABAC
8397,40 Stocks Moving In Thursday's Mid-Day Session,2018-09-06 12:31:00-04:00,ABAC
8398,"Shares of nano-cap Chinese hog farming company, Renmin Tianli Group, are up 67.1% on 61x avg. trading volume; Not seeing news to justify price action, but the company has just 3.9 million shares outstanding and is susceptible to low-float manipulation.",2018-09-06 10:20:00-04:00,ABAC
8399,Benzinga Pro's 5 Stocks To Watch Today,2018-09-06 09:10:00-04:00,ABAC
8400,"Stocks Which Set New 52-Week Low Yesterday, September 5th",2018-09-06 08:49:00-04:00,ABAC
8401,"Stocks Which Set New 52-Week Low Yesterday, September 4th",2018-09-05 10:26:00-04:00,ABAC
8402,"Aoxin Tianli Group Q2 EPS $(0.05) Down From $0.01 YoY, Sales $6.18M Down From $6.222M YoY",2018-08-20 16:16:00-04:00,ABAC
8403,"Stocks Which Set New 52-Week Low Yesterday, August 16th",2018-08-17 10:40:00-04:00,ABAC
8404,31 Stocks Moving In Thursday's Mid-Day Session,2018-08-16 12:26:00-04:00,ABAC
8405,31 Stocks Moving In Friday's Mid-Day Session,2018-07-20 12:51:00-04:00,ABAC
8406,20 Stocks Moving In Thursday's Pre-Market Session,2018-06-28 08:13:00-04:00,ABAC
8407,42 Biggest Movers From Yesterday,2018-06-28 05:44:00-04:00,ABAC
8408,44 Biggest Movers From Yesterday,2018-06-05 05:27:00-04:00,ABAC
8410,"Renmin Tianli Group Reports Q4 EPS $0.08 vs $(0.05) In Same Qtr. Last Year, Sales $7.31M vs $7.19M YoY",2018-03-27 16:33:00-04:00,ABAC
8411,42 Biggest Movers From Friday,2018-03-26 05:13:00-04:00,ABAC
8412,"Renmin Tianli Group Reports Q3 Adj. EPS $0.05 vs $(0.22) In Same Qtr. Last Year, Sales $6.791M vs $7.841M YoY+",2017-11-13 16:34:00-05:00,ABAC
8413,16 Biggest Mid-Day Gainers For Thursday,2017-10-05 12:41:00-04:00,ABAC
8414,"Aoxin Tianli Group Reports Q2 Adj. EPS $0.01 vs. $0.15 In Same Qtr. Last Year, Sales $6.22M vs. $9.61M YoY",2017-08-14 16:39:00-04:00,ABAC
8415,Aoxin Tianli Group Names Luchang Zhou CEO,2017-06-23 12:25:00-04:00,ABAC
8416,"Aoxin Tianli Group Reports Q1 Adj. Earnings Break-Even vs $0.14 In Same Qtr. Last Year, Sales $6.68M vs $9.06M YoY",2017-05-12 16:41:00-04:00,ABAC
8417,12 Biggest Mid-Day Losers For Wednesday,2017-03-15 12:59:00-04:00,ABAC
8418,"Aoxin Tianli Group Reports Q4 EPS $0.05 vs. $0.15 YoY, Sales $7.186M vs. $8.75M YoY",2017-03-14 07:32:00-04:00,ABAC
8419,18 Biggest Mid-Day Losers For Friday,2017-02-17 13:08:00-05:00,ABAC
8420,Aoxin Tianli Sells Interest In Hang-Ao For ~$3.7M,2016-12-27 08:01:00-05:00,ABAC
8421,"Aoxin Tianli Group Reports Q3 EPS $(0.31) vs. Prior Year Quarter $(0.90), Rev. $728K vs. Prior Year Quarter $273K",2016-11-10 16:32:00-05:00,ABAC
8422,Aoxin Tianli Shares Halted on Circuit Breaker,2016-09-09 09:45:00-04:00,ABAC
8423,"Aoxin Tianli Group, Inc. Reports 1-For-4 Reverse Stock Split",2016-09-08 16:31:00-04:00,ABAC
8424,Aoxin Tianli Group Reports 1-For-4 Stock Split,2016-09-02 10:15:00-04:00,ABAC
8425,"Aoxin Tianli Group Reports Sale of Specialty Black Hog Pork Products Through Online Group Buying Site, ixiaop.com",2016-08-22 08:07:00-04:00,ABAC
8426,"Aoxin Tianli Group Reports Q2 EPS $0.04 vs. Prior Year Quarter $0.03, Rev. $9.6M vs. Prior Year Quarter $9.85M",2016-08-11 16:32:00-04:00,ABAC
8427,"Aoxin Tianli Group, Inc. Signs Letter of Intent to Acquire Hainan-Based Specialty Black Hog Farm Operator , Terms Not Disclosed",2016-07-19 08:03:00-04:00,ABAC
8428,"Aoxin Tianli Group, Inc Names ""Tommy"" Chun Choi Law CFO",2016-06-16 08:02:00-04:00,ABAC
8429,"Aoxin Tianli Names Wocheng Liu Chair, Co-CEO",2016-06-02 08:01:00-04:00,ABAC
8430,"Aoxin Tianli Group Reports Q1 EPS from Continuing Operations $0.03 vs $(0.01) in Same Qtr. Last Year, Sales $9.059M",2016-05-11 16:32:00-04:00,ABAC
8431,"Aoxin Tianli Group Reports Q4 EPS $0.04 vs. Prior Year Quarter $0.04, Rev. $8.75M vs. Prior Year Quarter $11.2M",2016-03-14 16:31:00-04:00,ABAC
8432,"Worst Performing Industries For January 26, 2016",2016-01-26 11:09:00-05:00,ABAC
8433,"Aoxin Tianli Group, Inc. Divests OV Orange And The Cancellation of Hang-ao Sale, Transferring 95% Of Equity Interest For ~$7.3M",2015-12-30 08:01:00-05:00,ABAC
8434,"Aoxin Tianli Group, Inc. Signs Strategic Cooperation Agreement with E-Commerce Company",2015-12-03 08:02:00-05:00,ABAC
8435,"Aoxin Tianli Group Reports Q3 EPS $0.03 vs. Prior Year Quarter $0.08, Rev. $9.457M vs. Prior Year Quarter $11.476M",2015-11-13 17:02:00-05:00,ABAC
8436,"8-K from Aoxin Tianli Group Shows Chair, CEO, Ping Wang Resigned as of Sept. 3; Hanying Li Named as Replacement",2015-09-10 12:07:00-04:00,ABAC
8437,"Aoxin Tianli Group Reports Q2 EPS $0.03, Sales $10.636M",2015-08-12 16:32:00-04:00,ABAC
8438,"Aoxin Tianli Group Reports Q1 Loss $0.01, Sales $11.3M, No Estimates available",2015-05-13 16:32:00-04:00,ABAC
8439,Top 4 Small-Cap Stocks In The Farm Products Industry With The Highest ROA,2015-04-20 06:07:00-04:00,ABAC
8440,"Aoxin Tianli Group Reports Q4 $0.07, Sales $14.5M, No Estimate Available",2015-03-18 16:31:00-04:00,ABAC
8441,"Aoxin Tianli Reports Q3 EPS $0.08 vs $0.03 in Same Qtr. Last Year, Sales $11.48M vs $8.73M in Same Qtr. Last Year",2014-11-12 16:37:00-05:00,ABAC
8442,Aoxin Group Acquires 95% equity in Wuhan Optical Valley Orange Technology Co.,2014-08-28 08:07:00-04:00,ABAC
8443,Aoxin Tianali Completes $7.2M Private Placement For 3M Shares,2014-08-21 09:06:00-04:00,ABAC
8444,"Triumph Bancorp Shares Rallied 8% Wed. Following Late Tues. News Co. To Join S&P SmallCap 600, Replacing Abaxis",2018-08-01 17:24:00-04:00,ABAX
8445,"Zoetis, Abaxis Receive Hart-Scott-Rodino Antitrust Clearance For Deal",2018-07-06 08:00:00-04:00,ABAX
8446,"Benzinga's Daily Biotech Pulse: AstraZeneca's Q1, Novartis-Amgen Migraine Drug Approved",2018-05-18 08:00:00-04:00,ABAX
8447,"Benzinga's Daily Biotech Pulse: ASCO Abstracts, Fibrocell, Ispen And More",2018-05-17 08:27:00-04:00,ABAX
8448,41 Biggest Movers From Yesterday,2018-05-17 04:32:00-04:00,ABAX
8449,Mid-Afternoon Market Update: Blink Charging Rises After Q1 Results; Purple Innovation Shares Slide,2018-05-16 14:30:00-04:00,ABAX
8450,40 Stocks Moving In Wednesday's Mid-Day Session,2018-05-16 12:39:00-04:00,ABAX
8451,Mid-Day Market Update: Abaxis Climbs On Acquisition News; Evolus Shares Plunge,2018-05-16 12:22:00-04:00,ABAX
8452,Mid-Morning Market Update: Markets Edge Higher; Macy's Tops Q1 Estimates,2018-05-16 10:15:00-04:00,ABAX
8453,Sidoti & Co. Downgrades Abaxis to Neutral,2018-05-16 09:24:00-04:00,ABAX
8454,Zoetis To Buy Abaxis In $2 Billion Deal,2018-05-16 08:51:00-04:00,ABAX
8455,Abaxis Shares Up 14.8% Premarket After Zoetis Earlier Announced Plan To Acquire Co. For $83/Share In Cash,2018-05-16 08:40:00-04:00,ABAX
8456,26 Stocks Moving In Wednesday's Pre-Market Session,2018-05-16 08:14:00-04:00,ABAX
8457,Abaxis Shares Up 15.3% Upon Resumption,2018-05-16 07:41:00-04:00,ABAX
8458,"A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Housing Starts, Industrial Production Data",2018-05-16 07:38:00-04:00,ABAX
8459,Zoetis to Acquire Abaxis for $83/Share in Cash,2018-05-16 07:19:00-04:00,ABAX
8460,"Abaxis Q4 Adj. EPS $0.42 Beats $0.31 Est., Sales $67.92M Beats $65.96M Est.",2018-04-26 16:30:00-04:00,ABAX
8461,A Preview Of Abaxis Q4 Earnings,2018-04-26 08:15:00-04:00,ABAX
8462,"Benzinga's Daily Biotech Pulse: Catabasis Soars On Trial Results, Eloxx Listing, Biomarin Earnings",2018-04-26 08:07:00-04:00,ABAX
8463,Form 4 Filings Late Thursday Show Abaxis Insiders Sold Aggregate 8.05K Shares,2018-02-02 11:50:00-05:00,ABAX
8464,45 Biggest Movers From Friday,2018-01-29 04:17:00-05:00,ABAX
8465,Mid-Afternoon Market Update: Dow Jumps 125 Points; Timkensteel Shares Plummet,2018-01-26 14:31:00-05:00,ABAX
8466,41 Stocks Moving In Friday's Mid-Day Session,2018-01-26 13:04:00-05:00,ABAX
8467,Mid-Day Market Update: 8x8 Rises Following Strong Q3 Results; Senseonics Shares Drop,2018-01-26 12:17:00-05:00,ABAX
8468,Mid-Morning Market Update: Markets Open Higher; Honeywell Tops Q4 Estimates,2018-01-26 10:29:00-05:00,ABAX
8469,"Abaxis Reports Q3 EPS $0.18 vs $0.28 Est., Sales $59.7M vs $58.8M Est.",2018-01-25 16:02:00-05:00,ABAX
8470,Earnings Preview For Abaxis,2018-01-25 10:47:00-05:00,ABAX
8471,Abaxis Announces USDA Approval of New VetScan FLEX4 Rapid Test for Veterinary Use,2018-01-22 07:07:00-05:00,ABAX
8472,40 Biggest Movers From Yesterday,2018-01-10 04:34:00-05:00,ABAX
8473,Mid-Afternoon Market Update: Pain Therapeutics Jumps On Clinical Study Data; Big 5 Sporting Goods Shares Plummet,2018-01-09 14:31:00-05:00,ABAX
8474,Mid-Day Market Update: Dow Surges Over 100 Points; e.l.f. Beauty Shares Drop,2018-01-09 12:42:00-05:00,ABAX
8475,40 Stocks Moving In Tuesday's Mid-Day Session,2018-01-09 12:28:00-05:00,ABAX
8476,Mid-Morning Market Update: Markets Mostly Higher; Acuity Brands Profit Misses Views,2018-01-09 10:46:00-05:00,ABAX
8477,Abaxis Sees Q3 Sales $59.0M-60.0M vs $56.42M Est,2018-01-09 07:04:00-05:00,ABAX
8478,Abaxis Raises Qtr. Dividend From $0.14/Share To $0.16/Share,2017-10-24 16:33:00-04:00,ABAX
8479,"Abaxis Reports Q2 EPS $0.29 vs $0.28 Est., Sales $58.9M vs $61.03M Est.",2017-10-24 16:33:00-04:00,ABAX
8480,"Bank of America Reinstates Underperform on Abaxis, Announces $42.00",2017-08-23 09:14:00-04:00,ABAX
8481,"Abaxis Reports 1Q18 EPS $0.28 vs. $0.33 Est., Sales $58.3M vs. $60.54M Est.",2017-07-27 16:21:00-04:00,ABAX
8482,"Abaxis Q4 EPS $0.33 vs $0.33 Est, Sales $58.2M vs $58.0M Est",2017-04-27 18:26:00-04:00,ABAX
8483,"Abaxis Reports Q3 EPS $0.30 vs. Est. $0.31, Rev. $52.77M vs. Est. $54.3M",2017-01-26 16:26:00-05:00,ABAX
8484,15 Biggest Mid-Day Losers For Tuesday,2017-01-10 13:24:00-05:00,ABAX
8485,Abaxis Sees Q3 Sales $52.0M-53.0M vs $58.0M Est,2017-01-10 06:46:00-05:00,ABAX
8486,Canaccord Genuity Medical Technology And Diagnostics Forum Today,2016-11-17 09:56:00-05:00,ABAX
8487,Stifel Healthcare Conference Today,2016-11-15 10:53:00-05:00,ABAX
8488,"Abaxis Reports Q2 EPS $0.34 vs. Est. $0.35, Rev. $58.6M vs. Est. $60.6M",2016-10-25 16:28:00-04:00,ABAX
8489,"Canaccord Fireside Chat Takeaways For Abaxis, Heska",2016-08-16 15:59:00-04:00,ABAX
8490,12 Biggest Mid-Day Losers For Friday,2016-07-22 13:11:00-04:00,ABAX
8491,Abaxis Downgraded At Feltl & Co. From neutral To Sell,2016-07-22 09:54:00-04:00,ABAX
8492,Abaxis Approves $30M Increase In Buyback To $54M,2016-07-21 16:40:00-04:00,ABAX
8493,"Abaxis Reports Q1 EPS $0.30 vs. Est. $0.32, Rev. $57.696M vs. Est. $58.7M",2016-07-21 16:39:00-04:00,ABAX
8494,"Abaxis Reports Q4 EPS $0.36 vs. Est. $0.32, Rev. $57M vs. Est. $56.6M",2016-04-28 16:23:00-04:00,ABAX
8495,CL King Initiates Coverage on Abaxis at Neutral,2016-04-01 08:22:00-04:00,ABAX
8496,"Canaccord Genuity Maintains Hold on Abaxis, Lowers PT to $42.00",2016-04-01 07:40:00-04:00,ABAX
8497,23 Ways To Say 'I'm A Contrarian Investor',2016-03-24 11:49:00-04:00,ABAX
8498,12 Contrarian Plays For The Bears,2016-03-24 09:59:00-04:00,ABAX
8499,"Credit Suisse Initiates Coverage on Abaxis at Underperform, Announces $39.00 PT",2016-02-03 16:38:00-05:00,ABAX
8500,Mid-Afternoon Market Update: Dow Surges 300 Points; Quality Systems Shares Tumble,2016-01-29 14:35:00-05:00,ABAX
8501,Mid-Day Market Update: Dow Jumps Over 200 Points; Amazon Shares Down On Earnings Miss,2016-01-29 12:13:00-05:00,ABAX
8502,Stocks Hitting 52-Week Lows,2016-01-29 10:23:00-05:00,ABAX
8503,Mid-Morning Market Update: Markets Open Higher; Mastercard Profit Beats Expectations,2016-01-29 10:13:00-05:00,ABAX
8504,"Abaxis Reports Q3 EPS from Continuing Operations $0.35 vs $0.33 Est., Sales $52.876M vs $58.6M Est.",2016-01-28 16:13:00-05:00,ABAX
8505,"Abaxis Reported Q2 EPS from Continuing Operations $0.34 vs $0.32 Est., Sales $56M vs $55.8M Est.",2015-10-27 17:25:00-04:00,ABAX
8506,"NorthCoast Bearish On Idexx Labs, Firm Believes Co's Underlying US Business Is Growing In Low/Mid Single-Digit Range Which Contradicts Idexx Reported Double-Digit Growth",2015-10-27 10:07:00-04:00,ABAX
8507,Canaccord Genuity Downgrades Abaxis to Hold,2015-07-24 08:05:00-04:00,ABAX
8508,Canaccord Believes Zoetis Could Bid For Idexx Laboratories,2015-06-29 10:15:00-04:00,ABAX
8509,"Abaxis Reports Q4 EPS $0.50 Vs Est $0.27, Sales $52M Vs Est $55.52M, Raises Dividend to $0.11 From $0.10",2015-04-30 16:15:00-04:00,ABAX
8510,VCA To Acquire Reference  Laboratory Division From Abaxis For $21M Cash,2015-03-19 09:02:00-04:00,ABAX
8511,Abaxis Reports USDA Clearance Of VetScan Anaplasma Rapid Test,2015-03-06 08:06:00-05:00,ABAX
8512,"Medtronic Has Big Plans For This Device (And It Could Help 500,000 People Each Year)",2015-02-09 21:26:00-05:00,ABAX
8513,Stocks Hitting 52-Week Highs,2015-01-30 10:33:00-05:00,ABAX
8514,"Abaxis Reports Q3 EPS $0.26 vs $0.25 Est., Sales $59.5M vs $51.66M Est.",2015-01-29 16:00:00-05:00,ABAX
8515,"Form 13G: Riverbridge Reports 3.89% Passive Stake In Abaxis, February Riverbridge Held 7.83%",2015-01-29 13:39:00-05:00,ABAX
8516,UPDATE: Abaxis Reports USDA Approval of VetScan FeLV/FIV Feline Rapid Test,2015-01-20 08:14:00-05:00,ABAX
8517,Abaxis Reports USDA Approval of VetScan FeLV/FIV Feline Rapid Test,2015-01-20 08:04:00-05:00,ABAX
8518,"ABAXIS, Inc. Reports Q2 EPS of $0.24 vs $0.23 Est; Revenue of $53.94M vs $50.55M Est",2014-10-21 16:02:00-04:00,ABAX
8519,Abaxis Announces Distribution Agreement with Henry Schein Animal Health ,2014-10-21 07:12:00-04:00,ABAX
8520,Patterson Companies Announces Strategic Partnership with Abaxis ,2014-10-01 08:32:00-04:00,ABAX
8521,Stocks Hitting 52-Week Highs,2014-09-15 10:04:00-04:00,ABAX
8522,"Canaccord Genuity Upgrades ABAXIS, Inc. to Buy",2014-09-15 05:43:00-04:00,ABAX
8523,Events for the Week of Sept. 8-12,2014-09-10 14:34:00-04:00,ABAX
8524,UPDATE: Bank Of America Upgrades Abaxis,2014-07-28 09:30:00-04:00,ABAX
8525,Morning Market Movers  ,2014-07-25 09:48:00-04:00,ABAX
8526,"Abaxis, Inc. Announces USDA Approval Of VetScan Canine Ehrlichia Antibody Test Kit",2014-07-01 08:04:00-04:00,ABAX
8527,Abaxis and VCA Announce Product Supply Agreement and Comarketing Agreement,2014-05-12 18:31:00-04:00,ABAX
8528,Abaxis Names Donald Wood as COO,2014-04-28 08:03:00-04:00,ABAX
8529,"ABAXIS, Inc. Reports Q1 EPS of $0.17 vs $0.19 Est; Revenue of $42.0M vs $45.74M Est",2014-04-24 16:25:00-04:00,ABAX
8530,Top 4 NASDAQ Stocks In The Diagnostic Substances Industry With The Highest EPS,2014-04-23 04:43:00-04:00,ABAX
8531,Abaxis Announces Health Canada Class III Approval for Piccolo Xpress,2014-04-08 08:04:00-04:00,ABAX
8532,"UPDATE: Bank of America Downgrades Abaxis on Growth Concerns, Valuation",2014-02-28 08:21:00-05:00,ABAX
8533,"Bank of America Downgrades ABAXIS, Inc. to Underperform, Lowers PO to $35.00",2014-02-28 06:53:00-05:00,ABAX
8534,Shares of several industrial companies are trading higher after as equities continue to gain on optimism over an economic reopening which could potentially increase consumer spending and sales demand as well as a smaller-than-expected drop in nonfarm payrolls.,2020-06-03 10:25:00-04:00,ABB
8535,Shares of several industrial companies are trading higher in sympathy with the overall market as equities rally on coronavirus vaccine hopes as well as a pickup in economic activity as some US states reopen businesses.,2020-05-26 11:26:00-04:00,ABB
8536,"Shares of several industrial companies are trading higher amid market strength as news from a Moderna trial stoked optimism about a potential coronavirus vaccine, which has raised hopes of an economic rebound.",2020-05-18 10:23:00-04:00,ABB
8537,Shares of several industrial companies are trading lower amid market weakness following US unemployment data and recent cautious comments from the WHO. Sentiment is also negative following cautious comments from Fed Chair Powell and bearish outlook from some major US investors on Wednesday. Cautious economic sentiment has potentially hampered the outlook for industrial output and investment.,2020-05-14 11:29:00-04:00,ABB
8538,"Shares of several industrial companies are trading higher following positive data from a study of Gilead's Remdesivir, which is being evaluated as a potential coronavirus treatment candidate. A successful treatment could make a sooner return to economic activity.",2020-04-29 10:15:00-04:00,ABB
8539,"Shares of several industrial companies are trading lower as equities fall amid mixed earnings results from banks, a significant decline in the price of oil and worse than expected retail sales in March.",2020-04-15 09:24:00-04:00,ABB
8540,18 Industrials Stocks Moving In Wednesday's Pre-Market Session,2020-04-15 07:36:00-04:00,ABB
8541,Shares of several industrial companies are trading higher with the broader market on optimism that coronavirus cases in several US hotspots appear to be reaching their peak.,2020-04-06 09:03:00-04:00,ABB
8542,14 Industrials Stocks Moving In Monday's Pre-Market Session,2020-04-06 07:42:00-04:00,ABB
8543,Shares of several industrial companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic. The White House said it expects a surge in coronavirus cases over the next 2 weeks.,2020-04-01 07:37:00-04:00,ABB
8544,ABB shares are trading lower after the company withdrew its previously given 2020 financial guidance citing business weakness due to coronavirus.,2020-03-30 08:51:00-04:00,ABB
8545,16 Industrials Stocks Moving In Monday's Pre-Market Session,2020-03-30 07:33:00-04:00,ABB
8546,"Shares of several companies in the broader industrial sector are trading lower as markets sell off following this week's strength. Despite US stimulus efforts, macro concerns still persist due to the coronavirus.",2020-03-27 09:28:00-04:00,ABB
